fuelType,model,make,createdOn
Premium,911 GTS Cabriolet,Porsche,Tue Jan 01 00:00:00 EST 2013
Regular,Forte Eco,Kia,Tue Jan 01 00:00:00 EST 2013
Regular,9-5 Sedan AWD,Saab,Tue Jan 01 00:00:00 EST 2013
Premium,Cayenne S Hybrid,Porsche,Tue Jan 01 00:00:00 EST 2013
Electricity,Ranger Pickup 2WD,Ford,Tue Jan 01 00:00:00 EST 2013
Electricity,EV1,GMC,Tue Jan 01 00:00:00 EST 2013
Electricity,EV Plus,Honda,Tue Jan 01 00:00:00 EST 2013
Electricity,Caravan/Grand Caravan 2WD,Dodge,Tue Jan 01 00:00:00 EST 2013
Electricity,Voyager/Grand Voyager 2WD,Plymouth,Tue Jan 01 00:00:00 EST 2013
Electricity,S10 Electric,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Electricity,MiniE,MINI,Tue Jan 01 00:00:00 EST 2013
Electricity,Leaf,Nissan,Tue Jan 01 00:00:00 EST 2013
Premium Gas or Electricity,Volt,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Cruze Eco,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,200 Convertible,Chrysler,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,200 Convertible,Chrysler,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Challenger,Dodge,Tue Jan 01 00:00:00 EST 2013
Midgrade,Challenger,Dodge,Tue Jan 01 00:00:00 EST 2013
Premium,Challenger SRT8,Dodge,Tue Jan 01 00:00:00 EST 2013
Regular,Forte Koup,Kia,Tue Jan 01 00:00:00 EST 2013
Regular,CT 200h,Lexus,Tue Jan 01 00:00:00 EST 2013
Premium,Mulsanne,Bentley,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Regal,Buick,Tue Jan 01 00:00:00 EST 2013
Regular,200,Chrysler,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,200,Chrysler,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,300,Chrysler,Tue Jan 01 00:00:00 EST 2013
Midgrade,300,Chrysler,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Charger,Dodge,Tue Jan 01 00:00:00 EST 2013
Midgrade,Charger,Dodge,Tue Jan 01 00:00:00 EST 2013
Premium,CTS Wagon,Cadillac,Tue Jan 01 00:00:00 EST 2013
Regular,F150 Raptor Pickup 4WD,Ford,Tue Jan 01 00:00:00 EST 2013
Diesel,TR40,Mahindra,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Grand Caravan,Dodge,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Routan,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Regular,Journey FWD,Dodge,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Journey FWD,Dodge,Tue Jan 01 00:00:00 EST 2013
Regular,Explorer FWD,Ford,Tue Jan 01 00:00:00 EST 2013
Premium,X3 xDrive28i,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,X3 xDrive35i,BMW,Tue Jan 01 00:00:00 EST 2013
Regular,Journey AWD,Dodge,Tue Jan 01 00:00:00 EST 2013
Premium,Touareg Hybrid,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Electricity,fortwo electric drive cabriolet,smart,Tue Jan 01 00:00:00 EST 2013
Electricity,fortwo electric drive coupe,smart,Tue Jan 01 00:00:00 EST 2013
CNG,MV-1 CNG,VPG,Tue Jan 01 00:00:00 EST 2013
Regular,MV-1,VPG,Tue Jan 01 00:00:00 EST 2013
Regular,Sonata Hybrid,Hyundai,Tue Jan 01 00:00:00 EST 2013
Premium,Aventador Coupe,Lamborghini,Tue Jan 01 00:00:00 EST 2013
Premium,LFA,Lexus,Tue Jan 01 00:00:00 EST 2013
Regular,GTA Convertible,Renault,Tue Jan 01 00:00:00 EST 2013
Premium,Cayman R,Porsche,Tue Jan 01 00:00:00 EST 2013
Regular,Continental,Rolls-Royce,Tue Jan 01 00:00:00 EST 2013
Premium,Virage,Aston Martin,Tue Jan 01 00:00:00 EST 2013
Premium,500,Fiat,Tue Jan 01 00:00:00 EST 2013
Premium,500 Cabrio,Fiat,Tue Jan 01 00:00:00 EST 2013
Regular,Corniche II,Rolls-Royce,Tue Jan 01 00:00:00 EST 2013
Premium,650i Convertible,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,Beetle,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Regular,Beetle,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Premium or E85,Continental GT,Bentley,Tue Jan 01 00:00:00 EST 2013
Regular,Focus SFE FWD,Ford,Tue Jan 01 00:00:00 EST 2013
Regular,Civic HF,Honda,Tue Jan 01 00:00:00 EST 2013
Premium,A7 quattro,Audi,Tue Jan 01 00:00:00 EST 2013
Premium,M35h,Infiniti,Tue Jan 01 00:00:00 EST 2013
Premium,Genesis R-Spec,Hyundai,Tue Jan 01 00:00:00 EST 2013
Premium,458 Italia,Ferrari,Tue Jan 01 00:00:00 EST 2013
Premium,C8 Aileron,Spyker,Tue Jan 01 00:00:00 EST 2013
Premium,Evora,Lotus,Tue Jan 01 00:00:00 EST 2013
Premium,550i xDrive GT,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,V8 Vantage S,Aston Martin,Tue Jan 01 00:00:00 EST 2013
Premium,911 C4 GTS,Porsche,Tue Jan 01 00:00:00 EST 2013
Premium,911 C4 GTS Cabriolet,Porsche,Tue Jan 01 00:00:00 EST 2013
Regular,Forsa,Suzuki,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,9-3 Sport Sedan,Saab,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,LaCrosse,Buick,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,LaCrosse AWD,Buick,Tue Jan 01 00:00:00 EST 2013
Regular,Regal eAssist,Buick,Tue Jan 01 00:00:00 EST 2013
Regular,LaCrosse eAssist,Buick,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,9-5 Sedan,Saab,Tue Jan 01 00:00:00 EST 2013
Regular,Corolla FX,Toyota,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,9-3 SportCombi,Saab,Tue Jan 01 00:00:00 EST 2013
Regular,Transit Connect Van,Ford,Tue Jan 01 00:00:00 EST 2013
Regular,Transit Connect Wagon FWD,Ford,Tue Jan 01 00:00:00 EST 2013
Midgrade,Durango 2WD,Dodge,Tue Jan 01 00:00:00 EST 2013
Midgrade,Durango 4WD,Dodge,Tue Jan 01 00:00:00 EST 2013
Regular,Escape Hybrid AWD,Ford,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Escape AWD FFV,Ford,Tue Jan 01 00:00:00 EST 2013
Regular,Escape AWD,Ford,Tue Jan 01 00:00:00 EST 2013
Midgrade,Grand Cherokee 4WD,Jeep,Tue Jan 01 00:00:00 EST 2013
Premium,Grand Cherokee SRT8 4WD,Jeep,Tue Jan 01 00:00:00 EST 2013
Regular,Fox,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Regular,9-4X AWD,Saab,Tue Jan 01 00:00:00 EST 2013
Regular,9-4X FWD,Saab,Tue Jan 01 00:00:00 EST 2013
Premium,TT RS Coupe,Audi,Tue Jan 01 00:00:00 EST 2013
Regular,GV/GVX,Yugo,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,9-3 Convertible,Saab,Tue Jan 01 00:00:00 EST 2013
Regular,Charger GLH-S,Dodge,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,SRX 2WD,Cadillac,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,SRX AWD,Cadillac,Tue Jan 01 00:00:00 EST 2013
Premium,SLS AMG Roadster,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,Cooper Coupe,MINI,Tue Jan 01 00:00:00 EST 2013
Premium,Cooper Roadster,MINI,Tue Jan 01 00:00:00 EST 2013
Premium,Cooper S Coupe,MINI,Tue Jan 01 00:00:00 EST 2013
Premium,Cooper S Roadster,MINI,Tue Jan 01 00:00:00 EST 2013
Premium,John Cooper Works Coupe,MINI,Tue Jan 01 00:00:00 EST 2013
Premium,John Cooper Works Roadster,MINI,Tue Jan 01 00:00:00 EST 2013
Regular,825,Sterling,Tue Jan 01 00:00:00 EST 2013
Regular,iQ,Scion,Tue Jan 01 00:00:00 EST 2013
Regular,Sonic 5,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Fiesta FWD,Ford,Tue Jan 01 00:00:00 EST 2013
Regular,Fiesta SFE FWD,Ford,Tue Jan 01 00:00:00 EST 2013
Regular,Bitter SC,Bitter Gmbh and Co. Kg,Tue Jan 01 00:00:00 EST 2013
Premium,C63 AMG Coupe,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,C350 Coupe,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,Cooper Clubman,MINI,Tue Jan 01 00:00:00 EST 2013
Electricity,i-MiEV,Mitsubishi,Tue Jan 01 00:00:00 EST 2013
Premium,650i Coupe,BMW,Tue Jan 01 00:00:00 EST 2013
Regular,Sonic,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Veloster,Hyundai,Tue Jan 01 00:00:00 EST 2013
Premium,C250,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,CLS550 4matic,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Midgrade,300 AWD,Chrysler,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,300 AWD,Chrysler,Tue Jan 01 00:00:00 EST 2013
Premium,300 SRT8,Chrysler,Tue Jan 01 00:00:00 EST 2013
Midgrade,Charger AWD,Dodge,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Charger AWD,Dodge,Tue Jan 01 00:00:00 EST 2013
Premium,Charger SRT8,Dodge,Tue Jan 01 00:00:00 EST 2013
Diesel,S350 Bluetec 4matic,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,Panamera Turbo S,Porsche,Tue Jan 01 00:00:00 EST 2013
Premium,Panamera S Hybrid,Porsche,Tue Jan 01 00:00:00 EST 2013
Premium,TSX Wagon,Acura,Tue Jan 01 00:00:00 EST 2013
Regular,Soul Eco,Kia,Tue Jan 01 00:00:00 EST 2013
Regular,Prius v,Toyota,Tue Jan 01 00:00:00 EST 2013
Electricity,Transit Connect Electric Van,Azure Dynamics,Tue Jan 01 00:00:00 EST 2013
Electricity,Transit Connect Electric Wagon,Azure Dynamics,Tue Jan 01 00:00:00 EST 2013
Regular,Captiva FWD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Crosstour 2WD,Honda,Tue Jan 01 00:00:00 EST 2013
Midgrade,Grand Cherokee 2WD,Jeep,Tue Jan 01 00:00:00 EST 2013
Regular,RX 350,Lexus,Tue Jan 01 00:00:00 EST 2013
Regular,Explorer AWD,Ford,Tue Jan 01 00:00:00 EST 2013
Regular,Crosstour 4WD,Honda,Tue Jan 01 00:00:00 EST 2013
Regular,RX 350 AWD,Lexus,Tue Jan 01 00:00:00 EST 2013
Regular,Wrangler Unlimited 4WD,Jeep,Tue Jan 01 00:00:00 EST 2013
Regular,Optima Hybrid,Kia,Tue Jan 01 00:00:00 EST 2013
Premium,Z4 sDrive28i,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,MP4-12C Coupe,McLaren Automotive,Tue Jan 01 00:00:00 EST 2013
Premium,328i Coupe,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,328i Coupe xDrive,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,335i Coupe,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,335i Coupe xDrive,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,C250 Coupe,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,640i Coupe,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,640i Convertible,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,650i Coupe xDrive,BMW,Tue Jan 01 00:00:00 EST 2013
Regular,3 DI 4-Door,Mazda,Tue Jan 01 00:00:00 EST 2013
Regular,Lancer AWD,Mitsubishi,Tue Jan 01 00:00:00 EST 2013
Premium,ActiveHybrid 7,BMW,Tue Jan 01 00:00:00 EST 2013
Regular,3 DI 5-Door,Mazda,Tue Jan 01 00:00:00 EST 2013
Regular,Camry Hybrid LE,Toyota,Tue Jan 01 00:00:00 EST 2013
Regular,Camry Hybrid XLE,Toyota,Tue Jan 01 00:00:00 EST 2013
Premium,ActiveHybrid 7L,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,Ghost EWB,Rolls-Royce,Tue Jan 01 00:00:00 EST 2013
Premium,328i xDrive Sport Wagon,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,Shadow,Dodge,Tue Jan 01 00:00:00 EST 2013
Premium,Range Rover Evoque,Land Rover,Tue Jan 01 00:00:00 EST 2013
Premium,Murano CrossCabriolet,Nissan,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Verano,Buick,Tue Jan 01 00:00:00 EST 2013
Regular,Captiva AWD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Prius c,Toyota,Tue Jan 01 00:00:00 EST 2013
Premium,Golf R,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Regular,Malibu eAssist,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,CX-5 4WD,Mazda,Tue Jan 01 00:00:00 EST 2013
Regular,CX-5 2WD,Mazda,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,C/V Cargo Van,Ram,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Taurus AWD FFV,Ford,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Explorer AWD FFV,Ford,Tue Jan 01 00:00:00 EST 2013
Regular,Rio Eco,Kia,Tue Jan 01 00:00:00 EST 2013
Regular,Elantra Coupe,Hyundai,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Taurus FWD FFV,Ford,Tue Jan 01 00:00:00 EST 2013
Premium,Panamera GTS,Porsche,Tue Jan 01 00:00:00 EST 2013
Regular,MKT Livery AWD,Lincoln,Tue Jan 01 00:00:00 EST 2013
Electricity,Active E,BMW,Tue Jan 01 00:00:00 EST 2013
Electricity,CODA,CODA Automotive,Tue Jan 01 00:00:00 EST 2013
Electricity,Focus Electric,Ford,Tue Jan 01 00:00:00 EST 2013
Premium,SLK250,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,500 Abarth,Fiat,Tue Jan 01 00:00:00 EST 2013
Premium,New 911 Carrera,Porsche,Tue Jan 01 00:00:00 EST 2013
Premium,New 911 Carrera Cabriolet,Porsche,Tue Jan 01 00:00:00 EST 2013
Regular,Tempo AWD,Ford,Tue Jan 01 00:00:00 EST 2013
Premium,New 911 Carrera S,Porsche,Tue Jan 01 00:00:00 EST 2013
Premium,New 911 Carrera S Cabriolet,Porsche,Tue Jan 01 00:00:00 EST 2013
Premium,C63 AMG Black Series Coupe,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,E350 4matic Coupe,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium or E85,E350 Convertible,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium or E85,E350 Coupe,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium or E85,E350 4matic Coupe,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Focus FWD FFV,Ford,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Focus SFE FWD FFV,Ford,Tue Jan 01 00:00:00 EST 2013
Premium or E85,C350,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,FR-S,Scion,Tue Jan 01 00:00:00 EST 2013
Premium,BRZ,Subaru,Tue Jan 01 00:00:00 EST 2013
Premium,JX35 FWD,Infiniti,Tue Jan 01 00:00:00 EST 2013
Premium,JX35 AWD,Infiniti,Tue Jan 01 00:00:00 EST 2013
Premium,57 S,Maybach,Tue Jan 01 00:00:00 EST 2013
Premium,62 S,Maybach,Tue Jan 01 00:00:00 EST 2013
Premium,Landaulet,Maybach,Tue Jan 01 00:00:00 EST 2013
Premium,599 GTO,Ferrari,Tue Jan 01 00:00:00 EST 2013
Premium,599 SA Aperta,Ferrari,Tue Jan 01 00:00:00 EST 2013
Premium,458 Italia Coupe,Ferrari,Tue Jan 01 00:00:00 EST 2013
Premium,458 Italia Spider,Ferrari,Tue Jan 01 00:00:00 EST 2013
CNG,Civic Natural Gas,Honda,Tue Jan 01 00:00:00 EST 2013
Premium,FF,Ferrari,Tue Jan 01 00:00:00 EST 2013
Premium,X5 M,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,X6 M,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,Dart,Dodge,Tue Jan 01 00:00:00 EST 2013
Regular,Dart,Dodge,Tue Jan 01 00:00:00 EST 2013
Premium,allroad quattro,Audi,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Savana 1500  2WD Conversion (cargo),GMC,Tue Jan 01 00:00:00 EST 2013
Regular,MKT Livery FWD,Lincoln,Tue Jan 01 00:00:00 EST 2013
Regular,Topaz AWD,Mercury,Tue Jan 01 00:00:00 EST 2013
Regular Gas and Electricity,Prius Plug-in Hybrid,Toyota,Tue Jan 01 00:00:00 EST 2013
Regular,XTS,Cadillac,Tue Jan 01 00:00:00 EST 2013
Premium Gas or Electricity,Karma,Fisker,Tue Jan 01 00:00:00 EST 2013
Premium,911 Turbo S,Porsche,Tue Jan 01 00:00:00 EST 2013
Electricity,Model S,Tesla,Tue Jan 01 00:00:00 EST 2013
Premium,RS 5,Audi,Tue Jan 01 00:00:00 EST 2013
Regular,Spark,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Premium,260E,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Diesel,300D,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,640i Gran Coupe,BMW,Tue Jan 01 00:00:00 EST 2013
Regular,Elantra GT,Hyundai,Tue Jan 01 00:00:00 EST 2013
Regular,240 DL/240 GL Sedan,Mcevoy Motors,Tue Jan 01 00:00:00 EST 2013
Regular,XTS AWD,Cadillac,Tue Jan 01 00:00:00 EST 2013
Regular,XV Crosstrek AWD,Subaru,Tue Jan 01 00:00:00 EST 2013
Diesel,Beetle,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Diesel,Beetle Convertible,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Regular,Verano,Buick,Tue Jan 01 00:00:00 EST 2013
Regular,ATS,Cadillac,Tue Jan 01 00:00:00 EST 2013
Regular,ES 300h,Lexus,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Captiva FWD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Captiva AWD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Premium,Grand Cherokee SRT8,Jeep,Tue Jan 01 00:00:00 EST 2013
Premium or E85,ML350 4matic,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,SLS AMG Coupe,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,C350 4matic Coupe,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,Beetle Convertible,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,C/V,Ram,Tue Jan 01 00:00:00 EST 2013
Regular,Santa Fe Sport 2WD,Hyundai,Tue Jan 01 00:00:00 EST 2013
Premium,FX37 RWD,Infiniti,Tue Jan 01 00:00:00 EST 2013
Premium,Sundance,Plymouth,Tue Jan 01 00:00:00 EST 2013
Regular,Santa Fe Sport 4WD,Hyundai,Tue Jan 01 00:00:00 EST 2013
Premium,FX37 AWD,Infiniti,Tue Jan 01 00:00:00 EST 2013
Regular,Sundance,Plymouth,Tue Jan 01 00:00:00 EST 2013
Premium,G63 AMG,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,335i Convertible,BMW,Tue Jan 01 00:00:00 EST 2013
Regular,Beetle Convertible,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Premium,Cooper S Countryman Coupe,MINI,Tue Jan 01 00:00:00 EST 2013
Premium,Cooper S Countryman Coupe All4,MINI,Tue Jan 01 00:00:00 EST 2013
Premium,S7,Audi,Tue Jan 01 00:00:00 EST 2013
Premium,X1 xDrive28i,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,X1 sDrive28i,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,X1 xDrive35i,BMW,Tue Jan 01 00:00:00 EST 2013
Premium or E85,E350,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium or E85,E350 4Matic,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,JCW Countryman All4,MINI,Tue Jan 01 00:00:00 EST 2013
Premium,JCW Countryman Coupe All4,MINI,Tue Jan 01 00:00:00 EST 2013
Premium,TVR 280i Convertible,TVR Engineering Ltd,Tue Jan 01 00:00:00 EST 2013
Regular,Alliance,Renault,Tue Jan 01 00:00:00 EST 2013
Regular,C-MAX Hybrid FWD,Ford,Tue Jan 01 00:00:00 EST 2013
Premium,M6 Coupe,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,650i Convertible xDrive,BMW,Tue Jan 01 00:00:00 EST 2013
Regular,GTA,Renault,Tue Jan 01 00:00:00 EST 2013
Premium,ActiveHybrid 3,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,ActiveHybrid 5,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,650i Gran Coupe,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,650i xDrive Gran Coupe,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,M6 Gran Coupe,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,740Li xDrive,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,900,Saab,Tue Jan 01 00:00:00 EST 2013
Diesel,Cayenne Diesel,Porsche,Tue Jan 01 00:00:00 EST 2013
Premium,458 Spider,Ferrari,Tue Jan 01 00:00:00 EST 2013
Premium or E85,A5 quattro,Audi,Tue Jan 01 00:00:00 EST 2013
Premium or E85,A5 Cabriolet quattro,Audi,Tue Jan 01 00:00:00 EST 2013
Premium,ILX,Acura,Tue Jan 01 00:00:00 EST 2013
Premium,ILX Hybrid,Acura,Tue Jan 01 00:00:00 EST 2013
Premium or E85,A4 quattro,Audi,Tue Jan 01 00:00:00 EST 2013
Regular,ATS AWD,Cadillac,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,ATS AWD,Cadillac,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,ATS,Cadillac,Tue Jan 01 00:00:00 EST 2013
Premium,Dart Aero,Dodge,Tue Jan 01 00:00:00 EST 2013
Premium or E85,allroad quattro,Audi,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,1500 2WD,Ram,Tue Jan 01 00:00:00 EST 2013
Midgrade,1500 2WD,Ram,Tue Jan 01 00:00:00 EST 2013
Regular,Sedan/3Door 4WD Turbo,Subaru,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,1500 4WD,Ram,Tue Jan 01 00:00:00 EST 2013
Midgrade,1500 4WD,Ram,Tue Jan 01 00:00:00 EST 2013
Regular,Encore,Buick,Tue Jan 01 00:00:00 EST 2013
Electricity,Fit EV,Honda,Tue Jan 01 00:00:00 EST 2013
Premium,EX37,Infiniti,Tue Jan 01 00:00:00 EST 2013
Premium,EX37 AWD,Infiniti,Tue Jan 01 00:00:00 EST 2013
Premium or E85,Q5,Audi,Tue Jan 01 00:00:00 EST 2013
Premium,Q5 Hybrid,Audi,Tue Jan 01 00:00:00 EST 2013
Electricity,fortwo electric drive convertible,smart,Tue Jan 01 00:00:00 EST 2013
Electricity,iQ EV,Scion,Tue Jan 01 00:00:00 EST 2013
Electricity,RAV4 EV,Toyota,Tue Jan 01 00:00:00 EST 2013
Regular,Sonic RS,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Premium,XF AWD,Jaguar,Tue Jan 01 00:00:00 EST 2013
Regular,GTI 16v,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Premium,XJ AWD,Jaguar,Tue Jan 01 00:00:00 EST 2013
Premium,XJ LWB AWD,Jaguar,Tue Jan 01 00:00:00 EST 2013
Regular,GTI/Golf GT,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Regular Gas and Electricity,C-MAX Energi Plug-in Hybrid,Ford,Tue Jan 01 00:00:00 EST 2013
Premium,SLS AMG GT Coupe,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,SLS AMG GT Roadster,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,E400 Hybrid,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Regular,1500 2WD,Ram,Tue Jan 01 00:00:00 EST 2013
Regular,1500 HFE 2WD,Ram,Tue Jan 01 00:00:00 EST 2013
Premium,Jetta Hybrid,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Electricity,Model S (60 kW-hr battery pack),Tesla,Tue Jan 01 00:00:00 EST 2013
Electricity,Model S (85 kW-hr battery pack),Tesla,Tue Jan 01 00:00:00 EST 2013
Premium,RS 5 Cabriolet,Audi,Tue Jan 01 00:00:00 EST 2013
Regular,Jetta GLI 16v,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Regular,Avalon Hybrid,Toyota,Tue Jan 01 00:00:00 EST 2013
Regular,Jetta GLI/Wolfsburg Edition,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Premium,LR2,Land Rover,Tue Jan 01 00:00:00 EST 2013
Electricity,e6,BYD,Tue Jan 01 00:00:00 EST 2013
Regular,XTS Hearse,Cadillac,Tue Jan 01 00:00:00 EST 2013
Regular,XTS Limo,Cadillac,Tue Jan 01 00:00:00 EST 2013
Regular,Encore AWD,Buick,Tue Jan 01 00:00:00 EST 2013
Electricity,500e,Fiat,Tue Jan 01 00:00:00 EST 2013
Regular Gas and Electricity,Fusion Energi Plug-in Hybrid,Ford,Tue Jan 01 00:00:00 EST 2013
Premium,Aventador Roadster,Lamborghini,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Dart,Dodge,Tue Jan 01 00:00:00 EST 2013
Regular,RAV4 AWD,Toyota,Tue Jan 01 00:00:00 EST 2013
Regular,RAV4 Limited AWD,Toyota,Tue Jan 01 00:00:00 EST 2013
Diesel,A8 L,Audi,Tue Jan 01 00:00:00 EST 2013
Regular,780,Volvo,Tue Jan 01 00:00:00 EST 2013
Premium,Rapide S,Aston Martin,Tue Jan 01 00:00:00 EST 2013
Regular,Compass FWD,Jeep,Tue Jan 01 00:00:00 EST 2013
Regular,Patriot FWD,Jeep,Tue Jan 01 00:00:00 EST 2013
Premium,Cooper Clubvan,MINI,Tue Jan 01 00:00:00 EST 2013
Premium,John Cooper Works GP-2,MINI,Tue Jan 01 00:00:00 EST 2013
Premium,320i,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,GNX,ASC Incorporated,Tue Jan 01 00:00:00 EST 2013
Premium,320i xDrive,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,Cooper Countryman Coupe,MINI,Tue Jan 01 00:00:00 EST 2013
Premium,GL63 AMG,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,650i xDrive Coupe,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,650i xDrive Convertible,BMW,Tue Jan 01 00:00:00 EST 2013
Regular,5000 CS Turbo,Audi,Tue Jan 01 00:00:00 EST 2013
Regular,Cadenza,Kia,Tue Jan 01 00:00:00 EST 2013
Premium,640i xDrive Coupe,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,640i xDrive Convertible,BMW,Tue Jan 01 00:00:00 EST 2013
